Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,-62857144.65306129,-135555548.88888878,-72631579.13573451,-86228060.0969638,-109435417.0280503,-141848839.7382575,-114164594.65789811,-126196448.55287199,-113674456.20601097,-128865624.77968198,-228999999.163961,-248900017.27373302,-343999995.22268707,-303500005.00007993,-145399974.550758,-120816253.61521906,-130070000.0,-179570000.0,-171420000.0,-274590000.0,-384670000.0,-379290001.14250386,-195251362.6027701,-506102739.8680799,-846431328.5832598,-978410148.57914,-995045075.6967897,-963595092.2020903,-2286425627.0446496,-2616296334.35542,-2330593303.0068703,-2581428629.3640594,-1380097004.2027502,,,,,,,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-274522247.5755799,-538259315.9775395,-590058069.19913,-865734540.6886697,-738938265.67379,-634044032.4449601,-866922990.8215804,-967862664.8476505,-1473640388.6360798,-2210252374.13815,-2430826384.56752,-4452603461.249041,-5915881548.351799,-4539674024.265499,-524089519.04369926,-500213926.34259987,-1629418835.9912014,-1504532477.0424995,-1319199213.057499,-877448198.0234985,-313207722.43320084,142722980.46650124,-127585062.38940048,-164397134.4463005,-72138937.41180038,479097584.4870987,-1211962274.918602,-1858284393.3014984,-1579771309.1078987
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1990297957.252929,-2325293898.9107904,-3161199087.5076914,-3572930614.202559,-4606392639.201546,-5234490181.00113,-6037813758.97373,-5805196028.44598,-5201688860.01949,-4689565288.5105,-3945368353.75543,-3755887230.5141,-4297180762.85241,-3609286898.8391404,-4140630182.42122,-4414572358.87229,-4195329656.384721,-4380335052.072929,-5880278087.562189,-8600086761.5257,-8498178030.514099,-9630355261.028101,-11744040237.4793,-13613109112.437801,-15414561887.2305,-15537075882.5871,-12761792548.590399,-12414119831.509201,-13045638211.608599,-14685203825.5389,-11139351720.077301,-5513036337.31025,-6194124426.20158,-9495023545.35134,
Lesotho,-9239996.30400145,-11759995.296001881,-13999994.400002237,-16939993.224002678,-17779992.88800282,-20719991.71200333,-25899989.64000411,-26459989.416004255,-26459989.41600421,-25059989.976003967,-25199989.920004055,-32158072.305328272,-42928225.3081401,-64845329.4791191,-95661810.4807077,-133872791.09894702,-178250044.5625113,-194350048.5875126,-195500048.8750121,-294528771.77939355,-384420813.677883,-424273504.27350414,,,,,,,,,,,,,,,,,,,,,,,,,,-984912194.045303,-976913878.247809,-1207625405.4616637,-1471583827.4269757,-1401932767.66898,-1650563650.75499,-1346086235.1282961,-1220362720.4253058,-1036826658.91053,-946330953.279453,-1185962864.5009098,-1144399515.30634,-1149879443.62387,-1072002171.442496,-1131151500.83113,-1162300223.7081199,-1179022982.0266829
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2472658443.3057404,981020774.5575905,1735019694.3382187,-1012583368.9259796,262653286.18013,1726673761.4942198,1327838827.83883,1516709846.2459803,-412768887.9193497,2028843645.36417,6825592065.444421,3379807755.873749,2186614173.2283497,6309375000.0,10394637923.076899,17311620356.3936,27607622574.171803,30024749632.7154,39010528277.275696,11464148559.193398,25981359168.732998,6399940530.261,32862577873.595104,10129339494.154205,-6912359458.724503,-6065406419.009401,-5966689418.42061,4597293768.205301,11844828483.033,3959054913.1314964,-4801727123.925289,6982018751.0037,11953346948.739704,6571580007.242996
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-844969082.6153002,-785966335.7790303,-1025568407.4233999,-1287283556.3228302,-1101282693.13768,-713467414.7604704,-669587397.4967604,-810390720.3907194,-1088013536.3790207,-1597796820.665701,-1885353899.7388,-3096995858.9533997,-5202394636.015301,-5547591102.004898,-658097025.2989006,-743563675.9379997,-1169003765.2201004,261898594.09090042,674755101.2438049,932465621.6899033,-409931727.6991997,312998993.2178993,1095677773.0587997,1007590387.7647018,2900771155.0587997,5208882557.213997,2985272024.8448944,-1485967463.754898,3114842973.1568985
Luxembourg,,,,,,,,,,,273181121.41992986,149808501.85720992,222945651.17771006,479769198.92361,868957125.10356,335657562.7947798,405474399.1640501,383322453.5734401,348275906.2379904,572656851.9537697,344654435.09449005,179524119.94784975,224778386.0144801,302460749.5069103,394617425.3001895,574526122.6985598,801841249.7742405,625157212.3176603,862131651.1245203,1266363636.363659,1484205697.7305984,1459135262.8471012,2273483061.4806004,2600159748.1343,3273598987.219599,4048253968.2540016,4247033224.755699,3981856111.8629,3793094020.8935013,4369002405.1432,4856922804.462799,4627445497.521301,5211061529.045097,6146511781.666298,7799067256.823601,8879862271.2529,12701864962.210503,16336899957.104004,18109940087.932007,17602447068.3711,17846724852.250107,18671634868.3468,18313535757.91269,21017073519.530792,22111342537.485,19546646966.804794,21004332240.125687,20831428213.83,23131044211.539,21299082841.92198,25035028956.276993,28503066894.85202,27793110600.12802,26447309455.972992
Madagascar,-44385302.1838911,-34249085.48812498,-34217890.809511006,-54261840.04245409,-53164814.68728399,-56584742.741632,-53145783.117888,-38160008.183007985,-51994464.316819996,-52843618.287521005,-26965836.602637023,-78939361.39550999,-54472051.59819099,-76551269.49555299,-89758416.72595501,-114851458.330033,-51512445.606465995,-85015374.752599,-184382967.36168003,-547650294.810093,-464817138.992923,-273838286.2477881,-213066698.55549705,-140185465.62867695,-68944570.26667303,-100756847.33443803,-80543285.45015395,-59431769.572907984,-106140997.45593905,-33365602.326252997,-261058358.35065103,-124066456.71693796,-154739870.03946805,-213181133.95853508,-123958216.821733,-130522157.61343801,-90388043.95294702,-195579000.152534,-198415866.9390999,-181005461.923764,-210065320.635666,-48652805.55348992,-350565525.5015302,-423279046.0620501,-499421583.450106,-614714312.97312,-455951070.96558976,-947112751.04425,-2031658029.9518595,-2083019727.2497401,-1410171127.8260198,-1275761615.8074698,-1052567029.3014998,-1220396865.84694,-676942019.8018298,-502638692.07833004,-313936087.85305977,-466196389.4085903,-656278920.1862297,-811373735.4539104,-1138941534.25523,-1296604714.38408,-1225751544.47816,-1112245225.26396
Malaysia,264600388.08056903,130993525.45717108,58146751.94856906,43446730.38854003,46386734.70055008,132300194.04029012,124133515.39582014,77746780.69526982,117273505.33447003,373707214.77058005,163660240.03501987,60938452.163320065,-68095827.85374999,431787765.0583501,22433941.39008999,42055296.4690299,1154402289.9186602,986477377.8553696,910173476.9922199,1882617862.3879013,612802801.0691986,-1546357076.9815006,-2335368109.5079,-1505654281.0985985,647709846.4696999,1601261678.2157001,1690528007.2145996,4463339574.970701,3600145563.7981987,2355988278.386101,899856740.1450996,-1798807099.2144012,802607295.7159958,-66819600.675201416,-1194177716.8115005,-3490430622.009598,1397169886.3184967,913833487.1175995,15873420301.671394,19828157894.7368,18019473684.210693,16181842105.262909,17400263157.89479,21700789473.684387,25414473684.20999,31496198138.308014,35456849546.791016,38460318905.599,51542148542.80701,41006916436.16098,40588161698.208984,46400608103.979004,33828012876.194,27598385100.934998,31354839498.175995,22683943183.62799,20039192525.308014,21917407075.227997,24065106452.580017,27486823561.787994,21488160291.87201,27025077866.76999,29327073193.286987,20382943824.849
Mali,,,,,,,,-34552712.9656717,-27063629.678955704,-26542485.2462435,-20622055.3857172,-26874261.7501067,-46423480.787683696,-71335899.2392199,-151638105.3316341,-162846010.6694468,-94161771.01521201,-71638002.77879699,-222905810.20142797,-243040632.01015902,-253692317.744611,-238588500.83137098,-205108695.847002,-209675041.99193397,-219641917.535136,-357817156.40779406,-379081033.51307595,-312194960.15929,-383171671.743318,-287892196.810842,-409715118.9451641,-409830444.81196994,-516422342.82882,-409738463.358182,-365337426.828969,-463396629.04196006,-410153017.9418749,-253104594.97607493,-224004508.1650951,-327710371.74511397,-309931084.032305,-262758815.9265281,-64655323.63274002,-334202290.63062,-434008142.9969802,-509021798.1047001,-284440488.5384402,-680700058.8286998,-1297452795.52564,-725708639.1361299,-1315938865.91999,-1099542728.42803,-424013931.25004005,-1978005150.2934499,-2230549164.7081,-2038082135.5128202,-2367242166.61362,-2096456705.1914902,-1894816889.0235696,-2116505942.06952,-1143562950.3983097,-2215256187.9669704,-2086551150.6143303,-2186186771.5606604
Malta,,,,,,,,,,,-68142940.64504799,-61986568.29463999,-61774827.448677,-62259190.08376601,-99432724.88384497,-59993257.296296,-58480757.581746995,-84484264.01941103,-55386996.55422008,-52368803.81166899,-68421831.54675007,-99913892.39291,-184698814.64468896,-161480943.18171704,-154887969.48056793,-163781122.991969,-136180709.918625,-155645941.04055,-192017732.36144996,-218943277.17238998,-326478198.81052995,-288604268.59092,-209911533.44063997,-251442175.0454297,-293201676.5316701,-238203613.4212799,-377306216.78832006,-230908036.29463005,-257717361.03265,-189951754.50631046,-365857863.85670996,-179526217.0968399,111874134.40009975,-198357312.00848007,-347636872.62749004,-581878326.6179104,-274982776.98733044,-247044533.02766037,-256198152.82500935,-130167207.5267992,92402450.45464993,279504575.35627174,229077855.6359787,853714414.7314587,1492969572.0100994,1164545277.0233002,1560180690.9513988,2861367862.3957996,3004583282.6506996,2609159990.865097,2536476049.2789,3262471407.2482986,2588287574.8717995,4036481986.0732994
Mauritania,,-11643114.6015863,-16343952.6221538,-722746.7094836012,42400222.9293105,47275237.2852208,52090088.882074095,47735874.94893151,46610175.914843604,42943065.833397,46757483.9895646,49957695.557327606,16618988.765601993,25251199.535551995,-16330590.318425983,-79077942.66226599,-183840003.10957402,-198395539.701161,-147539830.16517702,-142657370.158523,-176545153.904859,-177293473.577325,-296506485.423661,-191593683.06056,-154454209.36493403,-83880197.31465197,-121814736.67226899,-95125115.44318902,-52120445.522590995,4550391.084995985,-86867776.79911697,-15695173.262629986,52289600.61130601,85819997.26337695,130566829.86040795,199885056.70066106,167815229.18355405,83595624.80454004,-50253361.39917797,-77025324.826478,-140691472.02996093,-168097420.18096,-128628979.03162098,-350099718.66327,-677572133.8845929,-1019638637.048194,76028253.9091599,-218081291.66131997,-568257110.4274597,-354401851.7960298,-109315579.2309699,127194605.20414972,-959806732.5197201,-816324463.6761498,-1109653976.3812103,-1045684090.6384001,-339324341.9155898,-666659831.3362603,-1193842057.3190403,-686185020.65625,-327452884.3305402,-792661066.5741796,-2155348585.3526506,-1586528421.6762204
Mauritius,,,,,,,,,,,,,,,,,-48491923.62522,-87630242.150056,-125258081.13381302,-142356472.01981896,-116080961.00460494,-119509313.55775005,-30351665.432672024,-3929541.6104279757,-34854231.41600996,-20398274.034040093,97427975.70063102,38669949.41924,-105895901.27793002,-159871295.08274007,-191005234.51224017,-106949083.80285001,-104541428.73372006,-197075876.76241994,-310906787.1497197,-97950589.53543997,-30365386.980120182,-204395083.15849972,-34677286.58568001,-134043744.00058985,-5790573.692709923,285829457.10459995,164331486.54963017,110280908.08820009,-119897374.82934046,-337229503.1707897,-715180777.1820297,-745042354.6838398,-1333540084.8238792,-828478275.8340206,-1098575902.0802803,-1457154353.0174103,-1390417268.9412203,-1003473527.1319304,-724357567.4008303,-498335553.54611015,-380086783.8093996,-677437533.8733196,-868617096.5156298,-1033306057.5865602,-813506862.1485701,-1102102403.8275995,-989480629.0460396,-433845900.6488695
Mexico,-411824000.0,-311912000.0,-234024000.0,-277032000.0,-445848000.0,-412432000.0,-375216000.0,-568840000.0,-679896000.0,-560120000.0,-675968000.0,-422920000.0,-347920000.0,-581984000.0,-1557920000.0,-2398560000.0,-1224186438.4804907,79369157.84344006,-583862608.1609001,-1697513703.1352997,-4418630996.470699,-6315684274.933701,8712722953.0868,14264243009.642498,13747056510.2367,9374182472.204098,5056800479.916599,8573422397.461002,2545780331.308899,-144468779.4665985,-2901886475.818199,-9142911049.784195,-18303180266.360893,-15751893766.1465,-20203083922.720306,7854137403.272095,7253513413.079498,100862036.30500793,-8854630484.403992,-7439469883.993988,-10745509995.28601,-13196271984.049011,-12211107587.668,-10635248765.434998,-15028128471.401978,-14575601318.127014,-14004359660.973999,-18700378800.080017,-27007969654.574036,-14766707749.117004,-13690284542.396973,-15687804673.869019,-14798142338.12799,-15664725283.260986,-15997824629.770996,-25326664234.013,-22900319426.78302,-22908871558.354004,-26693875997.423035,-5251253229.335999,18118519569.00702,-25421787732.369995,-42799249081.474,-21367644577.026978
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-136108803.28452992,-314971086.9565201,-408408441.55843997,-454645623.8361281,-150927766.48106205,-347397574.275741,-361145972.5805949,-413987696.161495,-662220317.5878199,-787561788.72999,-1216147940.91094,-1589681577.82869,-2269226919.8913198,-3195984736.0153604,-1991870886.15001,-2251428456.3968697,-2821894428.4043202,-2964652518.1116,-2991662760.4443903,-2930853841.2597094,-1976909181.0043006,-1857293949.73697,-2241374477.1011095,-2931693509.81654,-2963549143.3137097,-2702466713.2552605,-3720534232.5253205,-4099645793.8984203,-3978526495.7411795
Mongolia,,,,,,,,,,,,,,,,,,,,,,-1089508866.666663,-974987233.3333371,-976184300.0000031,-753278150.0,-906893375.0,-1483275100.0,-1252314200.0000029,-1204029033.33333,-1122831166.66667,-565229200.0,-677232000.0,-97894086.85446101,-85121072.89908898,-91618008.334948,-14825363.23309803,-93196784.84618002,63076543.75371897,-131156749.21006703,-126090235.82302308,-157950192.91424608,-192502943.66161895,-238308563.52653205,-248791319.97139513,-194301582.74838018,-122203964.99133992,203359832.07487988,57107719.09540987,-740236948.47541,-332684790.18218994,-718377821.55514,-2278925181.9657,-2759021641.4502296,-2834942804.0375996,-589845518.5981998,-149381040.7673998,77056377.13735008,275592774.91584015,-1321276455.8294,-846989980.5927391,330435100.3706598,-305782418.2546005,-1063977600.8304996,1961371705.3766003
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-140706840.736858,-273293927.995701,-314968363.39597696,-279652832.749067,-333076732.05860794,-395612486.00919795,-1003610588.38289,-1573141253.76403,-2422879742.2000904,-1279547096.4156697,-1064395360.5220203,-998009504.2691202,-998217997.8364103,-897004429.2743802,-911430158.0385001,-748212573.89359,-983566908.4513199,-1138609543.99315,-1313917661.5220404,-1172216500.6157002,-1670102282.1162999,-1134847529.5637302,-1422443202.1335301,-1403673584.1507096
Morocco,17784858.778497994,-61258870.18845999,-73115429.53350395,-57306683.74011201,9880387.077140927,37545771.259305,-11856559.345044017,-69163262.84608805,-51378423.82852197,-16599183.08306098,-155973038.18404996,-120793059.90405095,-32929055.816380024,-79232105.99863005,-48812671.2476902,-976930956.2251599,-1803221858.9681,-2256944058.92862,-1813126114.3488498,-2045402902.2854795,-1883905741.0800996,-2151238057.52803,-2146213312.8519201,-1154613564.87393,-1348202878.91679,-1242570803.9352098,-1268123845.4811397,-1021875831.7906303,-37146581.23301983,-1379125300.2708502,-1662325914.1637096,-1660046700.472639,-1995360541.1103306,-1755914442.413169,-1935637020.5367804,-2485677025.761101,-1477676770.527689,-1292630082.9222088,-1668096217.40666,-1531205000.5207005,-2170940438.5469017,-1183660487.6149998,-1139912203.9743004,-1728628058.852501,-3208669863.8489,-3788292813.723297,-4108550666.851803,-7385441973.611198,-13124997983.955498,-11062913455.213402,-10050304390.151703,-14219008328.3116,-15001080727.755695,-15452612954.559303,-13852049947.557503,-8056861553.889698,-10770661075.2858,-10621752088.6818,-12222219617.898903,-10071252426.413193,-8804922307.3721,-13138811839.6829,-15070969799.205902,-11968192981.683899
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1290681702.205974,-1148422286.984503,-1117485120.295949,-1115684279.1725469,-1256731228.778906,-1101167828.081146,-1064432481.6653571,-1062047526.2162889,-1744750511.7763388,-1503399666.386465,-730889523.2485899,-1807205199.33371,-1615903761.40341,-1532110450.6494598,-1443236855.0058498,-1071809246.4801998,-1024785744.894,-1329359072.07719,-1463294792.9196196,-1723297417.3602996,-3164841875.49024,-7659795955.899429,-9183386129.55556,-9129134398.301052,-5448912598.555011,-4783023348.38175,-3138243401.6007404,-5037631004.42185,-4856588577.66839,-4886507144.6052,-5073207177.88133,-6727387883.88241,-3157648303.6544704
Namibia,,,,,,,,,,,,,,,,,,,,,341821725.81062984,-256449254.14121985,-181591975.06759,-174755472.57877004,-120549076.54630005,184968265.89789903,186926865.356812,-112888597.58167005,37511549.31585002,85173133.7865901,-185203403.44317985,-175931503.64952993,-203839637.53333998,-93905853.03245997,-47023767.61506009,-166433789.11716008,-228775379.7144599,-313665173.4541199,-363708412.95418,-318747622.54882,-143551468.42255998,-230238799.71858,-69576416.16860008,-447990012.6230302,-149789734.58955002,9913774.515980244,312045218.7790899,-465746488.14525986,-1061952785.2421904,-1844664723.64781,-1315591896.5928793,-1391293125.7084703,-2621026655.49232,-2736351946.01068,-3114573886.08772,-3003515601.4386396,-2567628965.77259,-1802492010.5223598,-1361187981.6308699,-1266657879.0731106,-1012812292.9671302,-2434791759.0717697,-2314628936.00568,-2814303431.342469
Nepal,,,,,,-45281533.0095813,-28218926.3682898,-656254.1015881002,-5059929.481808402,-25283950.617284,-29432098.765432097,-32888888.888888896,-23111101.9807992,-36567171.4561532,-62095863.4461773,-70368961.582351,-49445264.95942998,-34960000.0,-78614682.32998699,-77416683.333334,-139916666.666666,-152833341.66666603,-172846485.94002604,-271247885.17995,-227059769.46718,-221916058.82518297,-246320174.17375904,-268913255.87964195,-381294037.63319,-395379410.67373806,-403897487.538505,-458559866.96230596,-332501113.58574593,-377850000.000003,-506077551.020409,-420050226.90762997,-579784999.09173,-559740487.46274,-537368845.84342,-345813097.86608005,-502316490.51687,-641455782.3129199,-650860002.6340101,-813348972.0381011,-929747244.57147,-1211048644.45323,-1616003937.7971802,-1948231956.0205803,-2569878630.43575,-2859043815.8913097,-4291885800.15026,-4462444950.72084,-4432060436.2486,-5158487757.08022,-5849879969.788321,-6391434590.397459,-6316510578.64522,-8406985329.34466,-10865912856.46835,-11517205869.56216,-9130159283.50532,-12117057230.408772,-14648203187.65842,-11342747485.15247
Netherlands,,,,,,,,,,611798612.3299999,195855603.5795002,940433583.9598999,2565120845.921501,3843968153.8703995,4786280842.692001,5259495468.804497,5533782297.049507,3708195205.1719055,3075533713.5872955,3439706690.1022034,3500606295.7216034,9423038947.275406,9708016010.56369,7966659717.396301,10259458104.3956,8962418391.719803,10457692030.940994,9754287423.847,11195472181.959991,12556469915.826004,17883441849.207,19451513437.057983,20174407268.170013,24988427859.51599,27817382249.666992,33823771616.799988,31287581699.345978,30213462841.652985,30467673850.255005,28049104555.211975,30149484437.647003,31443761453.543,35473198311.765015,41785064886.27405,54443116593.050964,61353555872.372986,67090411937.64697,65052481087.45093,86778984922.65698,71142272210.156,72400038600.0,78468693472.76306,82521976394.531,89195079395.68689,99609660307.05798,59405539189.843994,86519974912.06189,90871553835.29407,98121967356.07898,92567108266.66602,95585823573.54199,102760026360.46301,91883758920.22998,128927227331.37402
New Zealand,,,,,,,,,,,-194141561.20507002,63473744.95094991,291686922.70297,19479615.973290443,-1715388858.2459998,-891122656.4264798,-350740452.06546974,-247852276.0936103,137959866.22073936,-321546629.2697506,-251881876.08570004,-738489717.7587204,-718135469.7742205,-285883280.7571001,-558436171.31598,-526854219.94885063,154203633.29107952,903744970.5973816,1799033816.4250984,317216073.8592987,416542162.19449997,1576074724.2854004,1311675882.603201,1707870139.9258995,1516576103.5471992,1196865037.1944008,1109338143.4715996,921011158.040699,752671193.2206993,293736052.72719955,1565011197.4706001,1954629164.5739002,2024249593.375801,1557347013.5581017,298487394.9580002,-1661620784.341301,-430581674.3401985,166090982.58249664,-334575103.67620087,2818414641.764,3363515074.2793045,2607814903.5364,1225812230.3205032,3073622675.9813995,1632607914.1664047,1811049704.4927979,1544003759.0713043,2033524977.9440994,-66424111.029800415,502676439.1007004,-1116689273.5358963,-9828830103.2678,-13070135579.250008,-7249913004.319099
Nicaragua,-5717041.0304235,-2811152.822247699,-6656602.073092803,-4216702.189581901,-5644237.408676997,-17530009.43909198,-42532820.77971199,-56397303.94949502,-25687292.52547902,-20956667.79057598,-19148812.955704004,-18559053.45075801,49614512.877942026,-104835617.68017799,-205881942.382945,-140714504.278507,21173553.120110035,-118814038.25492501,67243974.11606598,217774398.32826602,-408265314.385595,-481003303.15953195,-247325345.156659,-291616955.596327,-405530300.76720095,-189470875.82634795,-232459535.98521006,-76626697.590954,-1059971932.689614,-330852056.52661896,-215963869.306781,-456824742.268042,-645680000.0,-481797385.620915,-494544196.428567,-490630039.84063506,-637124339.063426,-841401617.612039,-850346784.991796,-1237173961.0898252,-1077211607.7774901,-1064801163.5108799,-1065484318.124802,-1105164339.20352,-1220895660.3358197,-1446411447.92788,-1675754317.10351,-1996747036.3730898,-2366675881.2840905,-1579292934.0576506,-1701827889.96138,-2130191916.48318,-2131554643.98355,-2257676351.3869495,-1981902132.72328,-2299605847.15073,-2132388112.0901003,-1889025683.0770006,-1228305999.08177,-562983618.4853601,-649115390.1992197,-1903811898.1490898,-2448513375.3766203,-2366086028.9044905
Niger,-1370752.5094476007,-7695361.310744293,-19483984.193203792,-5928146.4035843015,-28161572.880827792,-30509104.31933631,-25514692.6060912,-39571026.35112719,-40621743.0987958,-44532904.054904796,-47627892.877352,-22424787.73613791,-46653258.374726,-77795213.14859,-171389703.584809,-123191032.83096799,-128531631.32611099,-125102616.237052,-94006830.57820803,-175703794.39151,-339700715.480966,-261498601.709534,-305203480.1054139,-109798260.79278302,-59400453.224805,-175098845.17233104,-13165797.773981988,-97775917.194395,-120600721.13441098,-146000778.49385297,-192459702.13379192,-207013717.62575305,-174164820.466048,-130666983.36576504,-142650090.26508698,-131277585.15660399,-143093836.93084997,-139676679.83099097,-187139025.04997194,-153889685.319259,-135253338.614641,-149421552.04194504,-194663627.049452,-231963186.88264102,-317643374.90454304,-417506891.20885503,-418107362.1723721,-537024430.8613461,-974246039.5872451,-1437823637.18065,-1537040290.89974,-1725401169.44553,-1214639814.53894,-1261453975.7171402,-1504504100.02014,-1567885079.29693,-1260490925.31801,-1505294608.3895502,-1918840374.52985,-2008684182.7292998,-2204271175.7732897,-2539794062.2491302,-2204718748.4143095,-2147650784.8334103
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-448878091.8727901,-139515306.1224501,22999410.724810123,-202589525.86206985,-345698096.2311599,-436621763.9635401,-710853847.7267051,-972470607.057505,-1131757940.938088,-1025453226.212697,-538253696.0995002,-485235025.9967599,-760748379.7305901,-779367455.6017201,-1105992189.8700001,-1015508520.3352199,-1164261121.93847,-1488872623.8249497,-2489390205.80623,-2027547259.8713298,-1721659139.71425,-1988047928.1134806,-2091949822.7718601,-1954140137.6026096,-1955697909.0719395,-1632711121.3545198,-1585685711.3251,-1565559004.3716402,-1580935944.4780502,-1734647079.3780203,-1569638184.6112194,-2216760388.31254,-2866815928.7082996,-2054991578.8649006
Norway,,,,,,,,,,,-79939520.36287975,-370328377.6697502,131447132.75250053,-86544798.64025974,-728017762.6947002,-1901509498.9382,-3003940254.7421,-3777589931.436102,68099879.82379913,1118263857.3488007,3719023323.6152,4442198797.804703,3051440966.8423004,4676826928.348301,5298903387.857597,4588935932.6292,-2846903863.577999,-2278144712.4305,-862053091.9133987,3308422043.5947,7269996964.7108,9249564238.2267,8479684608.576698,7399247261.809097,7441623214.690605,9027812855.158394,14166175695.3704,12776741029.773499,2909570449.695801,11799543542.927498,28998613919.879997,29293125882.758606,26293243818.732903,29874862292.025597,35939502729.646194,50881955762.5146,60414295292.595,56261664704.77901,82062234042.553,47162349124.565,51989797325.24501,68805712674.044,72176364417.706,61805787234.043,51769002909.28299,26078578071.71602,10236547619.048004,17499012693.934982,28317368582.847015,9752727272.72699,-3431135498.7160034,74749592549.47598,168113478373.92697,71491259072.263
Oman,,,,,,,,12151238.7359398,104639916.28806719,150479879.6160967,138479889.2160887,101299326.2752648,57325554.42931101,61024991.73025799,427331210.19108295,353502316.15518,418934279.09668994,390851476.5489299,262883902.7214799,759698899.8262901,1495656629.9942098,1930804574.4064898,1162999420.9612002,1236247828.6045098,1120450090.76512,1265218373.1669502,-123042185.23385,1547464499.3498,725617685.3055902,,2881664499.34981,1661898569.57087,1950585175.5526595,1495448634.5903807,1880364109.2327695,2065019505.8517604,3139141742.5227604,2928478543.5630703,-1094928478.54356,1635890767.2301702,5420026007.8023205,4351105331.59945,4267880364.10923,3669700910.2730293,3097529258.7776012,8460338101.430401,9120936280.8843,6938881664.499401,12972691807.542202,7737321196.358902,14171651495.4486,20299089726.918003,20426527958.387604,17555266579.974,19097529258.777702,2304291287.3862,-169050715.2144966,2005201560.4680939,10949284785.435593,11014304291.2874,1695708712.6137962,5924577373.211899,19947984395.318604,
Pakistan,-226585468.29063398,-321293574.1285169,-331583368.33263296,-353632927.341453,-399832003.35993296,-588828223.435535,-353002939.941202,-496640067.198654,-326963460.7307861,-315833683.326334,-274044519.10961807,-294204115.9176791,-138453590.494231,34332734.32327604,-327474747.47475004,-1012323232.3232303,-1007373737.3737397,-1287878787.8787901,-1613232323.2323198,-2121212121.21213,-2534646464.6464596,-2668888888.8888903,-3361895734.5971594,-2962440944.8818903,-3293781537.5482297,-3749340369.39314,-2492684438.9336596,-1760384503.3498402,-2141612076.3315306,-2521859016.5840597,-2183424484.6445103,-709414528.49125,-1541375309.8357706,-3157885590.6553993,-1433344462.87844,-1644944061.2105007,-2864555917.675499,-2927099543.058399,-648129007.9829006,-1015745741.3635292,-2189379077.0717697,-2258502232.9097004,-590565118.544899,-360577087.2461014,-2594597880.8407993,-7804678760.596802,-12871730101.6095,-13880037998.357403,-21428185430.040096,-16007849851.525402,-13208173651.027298,-12445976549.085201,-18935714487.1111,-16903965150.734001,-19214122052.4222,-20214674060.658,-22669631239.621204,-30626228240.5096,-37259756127.992195,-32488390584.415596,-24392043074.3677,-31112850067.102097,-44800035832.245,-25817980021.331
Panama,-46149900.0,-38827200.0,-26011300.0,-53715700.0,-34693800.0,-32354100.0,-42123000.0,-20891000.0,6750700.0,-30186100.0,-78331400.0,-97532200.0,-135926500.0,-126799800.0,-327422300.0,-288392900.0,-294310400.0,-175326500.0,-252021800.0,-517317900.0,-343256800.0,-477566100.0,-182648100.0,67528200.0,-177016300.0,-207703800.0,-211369700.0,-263778300.0,115280000.0,-300677400.0,-437957800.0,-816562300.0,-978414600.0,-1015434100.0,-1079342300.0,-1264813600.0,115337600.0,314505100.0,-457788800.0,-465030500.0,-152896100.0,222490700.0,-46898200.0,-136080500.0,-544831600.0,-455490600.0,-575485000.0,-1022295100.0,-2054903100.0,801386400.0,-1631940800.0,-969654100.0,-1713727500.0,-1854230200.0,-2670322000.0,-1007120600.0,-546489700.0,-711152800.0,-967171100.0,-210400.0,2189815800.0,2075771400.0,1943286800.0,2835916900.0
Papua New Guinea,,-29456004.712960795,-30576004.892160796,-37408005.985281006,-48832007.813121594,-68656010.98496139,-91280014.60480231,-98336015.733762,-102928016.46848269,-148736023.797763,-228928036.62848604,-264625072.783254,-146340590.08022296,130660660.06356901,103349381.19558,-83912013.85534406,15009832.153349042,-21227988.59753692,-67848926.191064,-2528812.5020200014,-258143129.25331998,-512209513.98805106,-560492269.025461,-442147663.207144,-349785209.98228,-250221430.47082984,-205885441.22279978,-204538059.85027003,-317050976.12257004,-429088597.18885994,-267944426.6512599,-374579831.93277,94028612.89652991,780866721.1774299,757543781.0945196,803799281.5446701,567376176.0242801,-44080468.586569786,197886514.83514,355698424.57659984,596334671.58564,402984648.66787004,87361083.94668007,544142865.18277,520159449.9798198,,,,,,,,,,,,,,,,,,,
